student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,last_updated
S1628,23,Male,4,2,2,No,85.3,6.5,Fair,4,Master,Good,2,Yes,70.7,2025-06-10T22:25:08Z
S1629,23,Male,5.5,2.7,3.2,Yes,91.9,7.3,Fair,6,High School,Good,1,No,82.6,2025-06-10T22:25:08Z
S1630,17,Female,0.7,3.2,2.4,No,95.9,8.3,Good,1,Master,Average,10,Yes,50.3,2025-06-10T22:25:08Z
S1631,20,Female,3.7,1.8,1.3,No,91.9,6.3,Fair,6,Master,Good,10,No,80.9,2025-06-10T22:25:08Z
S1632,21,Male,3.3,2,2.1,No,87.7,6.8,Poor,1,Bachelor,Poor,9,Yes,75.4,2025-06-10T22:25:08Z
S1633,17,Male,4.5,1.4,1.5,No,75,8,Good,2,Master,Good,2,Yes,83.7,2025-06-10T22:25:08Z
S1634,18,Female,3.8,2.5,1.8,No,85,6.3,Poor,5,High School,Average,8,No,76.8,2025-06-10T22:25:08Z
S1635,18,Male,2.4,1.5,1.4,No,79.7,4.9,Poor,1,Master,Poor,3,No,45.8,2025-06-10T22:25:08Z
S1636,17,Female,3,3.2,1.6,No,81.6,9.1,Fair,2,Bachelor,Average,1,Yes,58.4,2025-06-10T22:25:08Z
S1637,23,Female,2.3,0.4,2,No,81.3,5.9,Fair,6,,Good,1,Yes,70.3,2025-06-10T22:25:08Z
S1638,18,Female,5.1,2.1,0.7,Yes,75.2,6.7,Fair,1,Master,Good,10,Yes,99.4,2025-06-10T22:25:08Z
S1639,24,Female,3.5,2.9,0.7,No,65.4,7.9,Poor,3,High School,Good,2,No,62.9,2025-06-10T22:25:08Z
S1640,22,Female,6.4,2.7,0.3,Yes,78.3,5.8,Good,0,High School,Average,7,No,98,2025-06-10T22:25:08Z
S1641,22,Male,3.4,5.7,0,No,86.9,5.3,Good,6,Bachelor,Poor,6,No,74.7,2025-06-10T22:25:08Z
S1642,24,Female,2.4,2.9,0.5,No,71.5,6.8,Fair,5,High School,Good,2,Yes,50.4,2025-06-10T22:25:08Z
S1643,17,Female,1.2,1.3,2,No,85.2,4.3,Fair,6,High School,Good,4,No,49.4,2025-06-10T22:25:08Z
S1644,24,Male,0.8,2.4,0.8,No,100,6.2,Fair,3,Bachelor,Average,2,Yes,35.3,2025-06-10T22:25:08Z
S1645,21,Female,1.1,0.4,2.4,Yes,95.2,6.8,Good,2,,Average,1,Yes,46.3,2025-06-10T22:25:08Z
S1646,21,Female,3.9,2.4,1.8,No,100,6.2,Poor,2,High School,Average,3,No,68.4,2025-06-10T22:25:08Z
S1647,17,Female,4.3,1.5,0,No,88.9,4.6,Poor,6,,Average,4,No,84.2,2025-06-10T22:25:08Z
S1648,24,Female,1.1,3.6,2.5,No,96.7,8.4,Good,3,High School,Good,10,Yes,54.6,2025-06-10T22:25:08Z
S1649,21,Female,4.8,1.8,2.7,No,77.8,6.6,Fair,6,Bachelor,Average,5,No,88,2025-06-10T22:25:08Z
S1650,23,Female,2.8,2.4,0.7,No,78.6,8.2,Fair,0,Bachelor,Good,5,No,61.5,2025-06-10T22:25:08Z
S1651,24,Female,3.7,1.7,2.3,Yes,57.6,6.2,Good,0,Master,Average,7,No,75.7,2025-06-10T22:25:08Z
S1652,23,Female,5.9,4.6,0.9,No,96.9,5.4,Good,4,Bachelor,Average,10,No,100,2025-06-10T22:25:08Z
S1653,21,Female,4.8,2.1,1.9,No,100,6.8,Fair,1,High School,Good,8,No,82.6,2025-06-10T22:25:08Z
S1654,22,Female,3.1,4.7,0.4,No,79.5,6.2,Good,4,Master,Good,9,No,71.5,2025-06-10T22:25:08Z
S1655,21,Female,2.2,3.5,0,No,82.5,5.1,Poor,0,Bachelor,Average,7,No,57.6,2025-06-10T22:25:08Z
S1656,23,Male,0.3,3.1,1.4,Yes,77.5,8.3,Good,3,Bachelor,Good,5,No,36.1,2025-06-10T22:25:08Z
S1657,19,Female,2.4,2.9,1.7,No,88.8,5.8,Fair,1,Bachelor,Average,9,Yes,67.4,2025-06-10T22:25:08Z
S1658,20,Female,3.2,3,1.4,Yes,96.2,4.3,Good,3,Master,Good,8,No,74.8,2025-06-10T22:25:08Z
S1659,18,Male,2,0.2,0.5,No,67.6,8.1,Good,4,Bachelor,Average,10,Yes,73.6,2025-06-10T22:25:08Z
S1660,24,Female,3.3,2.2,1.4,No,89.1,5.9,Good,2,High School,Good,9,Yes,79.5,2025-06-10T22:25:08Z
S1661,19,Male,3.6,3.5,2.1,No,82.2,5.8,Good,3,Bachelor,Poor,10,No,62.5,2025-06-10T22:25:08Z
S1662,21,Male,3.2,2.4,1.8,No,86.1,4.4,Fair,4,,Average,8,Yes,76.3,2025-06-10T22:25:08Z
S1663,22,Female,2.5,0.8,2,No,89.6,8.6,Fair,4,High School,Good,6,No,75.6,2025-06-10T22:25:08Z
S1664,17,Male,3.8,2.4,1.1,No,83.1,5,Fair,4,High School,Good,4,No,64.4,2025-06-10T22:25:08Z
S1665,21,Female,4.2,4.5,3.1,No,84,6.6,Good,2,High School,Average,9,No,75.3,2025-06-10T22:25:08Z
S1666,22,Female,1.9,4,0.5,Yes,82.9,7.6,Good,2,,Average,9,Yes,50.4,2025-06-10T22:25:08Z
S1667,20,Female,5.6,2.4,2.3,No,94.7,7,Fair,6,High School,Average,10,Yes,100,2025-06-10T22:25:08Z
S1668,21,Male,3.4,3.6,3.1,No,89.2,6.4,Good,2,Bachelor,Good,10,No,76.4,2025-06-10T22:25:08Z
S1669,23,Male,3.5,2.1,2.3,No,87.2,4.5,Good,1,Bachelor,Good,9,No,69.9,2025-06-10T22:25:08Z
S1670,17,Female,4.6,0.5,1.6,No,72.3,5.5,Good,2,Master,Good,10,Yes,88.9,2025-06-10T22:25:08Z
S1671,22,Other,3.8,1.4,1.2,No,81.2,6.7,Good,2,High School,Average,3,Yes,70.4,2025-06-10T22:25:08Z
S1672,22,Female,4.9,4.4,2.9,No,94,5.6,Fair,2,Bachelor,Good,3,No,69.4,2025-06-10T22:25:08Z
S1673,22,Male,3.9,2.2,0.2,No,85.4,6.7,Poor,3,Master,Average,6,Yes,84.9,2025-06-10T22:25:08Z
S1674,20,Female,2.6,2.2,0.7,No,91.6,7.3,Poor,2,High School,Poor,6,No,63.6,2025-06-10T22:25:08Z
S1675,21,Female,4,2.1,1.4,No,100,7.7,Fair,1,Bachelor,Good,6,No,82.2,2025-06-10T22:25:08Z
S1676,20,Female,1.8,4.8,3.2,No,95.4,5,Good,4,Bachelor,Good,5,No,37.4,2025-06-10T22:25:08Z
S1677,24,Male,3.7,4.5,2.2,No,85.9,9.1,Good,3,,Good,5,No,73.8,2025-06-10T22:25:08Z
S1678,18,Female,3.5,5.2,0.7,Yes,79.9,7.4,Good,0,Master,Good,2,Yes,53.4,2025-06-10T22:25:08Z
S1679,18,Female,3.2,2.3,1.5,No,59.5,6.5,Good,2,Bachelor,Good,7,No,64.2,2025-06-10T22:25:08Z
S1680,24,Other,3.3,2.9,1.1,No,83.3,7.8,Poor,6,,Good,4,No,70.4,2025-06-10T22:25:08Z
S1681,21,Male,0.7,0.7,1,No,81.7,9.3,Poor,6,,Average,3,No,51.5,2025-06-10T22:25:08Z
S1682,23,Female,2.7,4.3,2.9,No,88.9,4.8,Poor,4,,Average,8,No,53.4,2025-06-10T22:25:08Z
S1683,20,Female,3.6,1.1,0.3,Yes,83.5,6.2,Fair,4,High School,Good,4,No,77.2,2025-06-10T22:25:08Z
S1684,17,Male,3.7,2.8,3.6,No,81.8,3.6,Fair,3,Bachelor,Good,4,Yes,59.8,2025-06-10T22:25:08Z
S1685,22,Female,2,1.2,2.7,No,67.2,6.7,Poor,6,Bachelor,Average,8,No,55.4,2025-06-10T22:25:08Z
S1686,22,Female,5.4,1.8,3,Yes,75.6,6.9,Fair,0,High School,Average,1,No,69.9,2025-06-10T22:25:08Z
S1687,21,Male,2.2,1.5,1.3,Yes,89.8,6.5,Poor,5,Master,Average,9,No,71.6,2025-06-10T22:25:08Z
S1688,23,Male,5,1.8,1.6,No,100,5.7,Good,6,High School,Poor,7,No,92.9,2025-06-10T22:25:08Z
S1689,18,Female,4.1,1.9,0.2,No,84,4,Fair,6,,Good,2,No,72.4,2025-06-10T22:25:08Z
S1690,18,Male,2.5,1.8,1.2,Yes,88.3,6.9,Fair,1,High School,Average,6,No,70.5,2025-06-10T22:25:08Z
S1691,22,Female,6.2,3.5,2.3,No,94.5,8.2,Fair,5,Bachelor,Good,8,No,100,2025-06-10T22:25:08Z
S1692,21,Male,1.7,1.2,3.2,No,76.9,5.8,Good,4,High School,Average,5,Yes,37.4,2025-06-10T22:25:08Z
S1693,20,Female,4.9,2.8,0.6,No,88.7,7,Fair,5,High School,Average,6,No,88.7,2025-06-10T22:25:08Z
S1694,18,Male,5,4,1.4,No,77.6,4.6,Fair,6,High School,Poor,10,No,88.6,2025-06-10T22:25:08Z
S1695,20,Female,2.5,1.9,1.6,No,93.6,7,Good,4,Bachelor,Good,8,No,68.5,2025-06-10T22:25:08Z
S1696,23,Other,5.6,1.6,0.3,No,86.5,6,Fair,5,Master,Good,6,No,100,2025-06-10T22:25:08Z
S1697,18,Other,3.1,2.2,2.5,No,88,5.6,Good,4,High School,Good,9,No,66.9,2025-06-10T22:25:08Z
S1698,18,Female,3.9,3.9,1,No,77.2,5.6,Fair,4,High School,Poor,9,No,71.5,2025-06-10T22:25:08Z
S1699,19,Male,3.9,2.7,1.6,No,92.1,6,Fair,3,Bachelor,Average,9,No,77.8,2025-06-10T22:25:08Z
S1700,18,Female,3.3,1.9,1.3,No,100,7,Poor,0,Bachelor,Poor,6,Yes,67.7,2025-06-10T22:25:08Z
S1701,24,Male,4.7,3.1,0.9,No,74.9,4.9,Good,4,High School,Average,9,Yes,96.4,2025-06-10T22:25:08Z
S1702,17,Male,4.7,1.2,1.8,No,81.6,6,Fair,1,Master,Good,3,No,83.1,2025-06-10T22:25:08Z
S1703,24,Male,0.9,3.3,1.6,Yes,87.3,6.5,Poor,6,Bachelor,Good,5,No,37.9,2025-06-10T22:25:08Z
S1704,21,Female,5.5,3,1.4,No,92.9,5.2,Fair,6,High School,Good,2,Yes,76.3,2025-06-10T22:25:08Z
S1705,21,Female,1,2.1,1,No,79.4,8.7,Fair,1,Bachelor,Average,8,Yes,52.6,2025-06-10T22:25:08Z
S1706,20,Female,5,1.5,2.2,No,56.7,5.5,Poor,2,Master,Average,4,No,83.6,2025-06-10T22:25:08Z
S1707,24,Male,5.2,1.4,3.6,No,98.6,5.7,Good,4,Bachelor,Average,6,No,92,2025-06-10T22:25:08Z
S1708,24,Male,1.9,3.1,2,No,92.6,5.3,Good,4,,Poor,6,No,53.2,2025-06-10T22:25:08Z
S1709,24,Other,2.9,4,2.9,No,67.6,8.7,Poor,4,High School,Good,5,Yes,56.4,2025-06-10T22:25:08Z
S1710,23,Male,1.8,1.7,0.3,No,78.9,7.2,Fair,5,High School,Good,1,No,58.1,2025-06-10T22:25:08Z
S1711,18,Male,3.2,3.1,2,No,100,5.4,Good,4,High School,Average,7,No,70.9,2025-06-10T22:25:08Z
S1712,17,Male,3,0,0.6,Yes,99.5,7.8,Fair,4,Bachelor,Average,10,No,98.7,2025-06-10T22:25:08Z
S1713,20,Female,4.7,1.8,0.2,Yes,94.4,6.7,Fair,1,Bachelor,Good,8,No,83.3,2025-06-10T22:25:08Z
S1714,24,Female,5.5,2.5,1,No,83.2,6.8,Fair,0,Bachelor,Good,1,Yes,80.6,2025-06-10T22:25:08Z
S1715,24,Male,5.6,1.4,3.1,No,85.8,6.1,Good,0,Master,Good,10,No,91.3,2025-06-10T22:25:08Z
S1716,19,Male,2.7,1.4,2.8,No,83.7,5.6,Good,2,High School,Average,7,Yes,63.5,2025-06-10T22:25:08Z
S1717,20,Female,3.2,1.7,2.1,Yes,96.3,6.9,Good,1,Master,Average,4,Yes,66.3,2025-06-10T22:25:08Z
S1718,24,Female,1,2.9,0.1,No,76.2,5.8,Poor,4,Bachelor,Good,6,No,49.9,2025-06-10T22:25:08Z
S1719,20,Male,2.3,2.3,1.6,Yes,76.9,8.7,Fair,0,High School,Good,9,No,68.9,2025-06-10T22:25:08Z
S1720,18,Female,4.9,0,2.1,Yes,95.1,5,Good,3,Bachelor,Average,5,No,94.2,2025-06-10T22:25:08Z
S1721,19,Male,5.9,0,2,Yes,84.6,8.3,Poor,3,High School,Good,8,No,100,2025-06-10T22:25:08Z
S1722,20,Male,1.6,1.8,0,No,98.8,6.4,Good,3,Bachelor,Good,5,No,58.6,2025-06-10T22:25:08Z
S1723,17,Female,2.6,3,0.8,No,78.3,6.9,Good,4,Bachelor,Average,2,No,53.2,2025-06-10T22:25:08Z
S1724,17,Male,3.5,0,1.7,No,84.5,7.5,Poor,4,High School,Average,4,Yes,70.5,2025-06-10T22:25:08Z
S1725,21,Female,3.9,1.9,2.4,No,75.8,5.7,Good,2,Bachelor,Average,2,No,64,2025-06-10T22:25:08Z
S1726,19,Male,2.3,1.9,0,Yes,85.1,7.5,Fair,6,Bachelor,Poor,7,Yes,77.4,2025-06-10T22:25:08Z
S1727,19,Male,4.1,4.2,1.6,No,70.2,3.3,Good,2,High School,Good,7,No,57.4,2025-06-10T22:25:08Z
S1728,21,Other,2.8,2,2,No,80.1,5.6,Fair,2,,Average,3,Yes,59.9,2025-06-10T22:25:08Z
S1729,20,Male,3.5,3,2.7,No,70.6,5.4,Fair,5,High School,Good,7,No,66.7,2025-06-10T22:25:08Z
S1730,19,Female,4.3,2.7,2.6,Yes,91.9,5,Good,3,Bachelor,Good,1,No,58.4,2025-06-10T22:25:08Z
S1731,17,Male,3.5,0,2.4,No,92.2,6.2,Good,4,Master,Poor,1,No,63.6,2025-06-10T22:25:08Z
S1732,17,Male,2.8,3.4,0.9,No,67.7,7,Poor,3,Master,Average,9,No,62.6,2025-06-10T22:25:08Z
S1733,24,Male,3.3,2.8,0,No,98.3,7.3,Fair,2,Bachelor,Good,6,No,70.6,2025-06-10T22:25:08Z
S1734,18,Female,3.4,3.1,1.4,No,100,6.8,Poor,4,Bachelor,Good,5,No,75.2,2025-06-10T22:25:08Z
S1735,19,Male,2.9,7.2,2.9,Yes,85.5,5.7,Fair,1,High School,Good,6,No,50.1,2025-06-10T22:25:08Z
S1736,20,Female,3.1,0,3.3,No,78.6,6.9,Fair,0,Bachelor,Average,6,No,72.8,2025-06-10T22:25:08Z
S1737,21,Male,5.9,4.6,2.6,Yes,100,6.6,Fair,0,High School,Average,1,Yes,72.7,2025-06-10T22:25:08Z
S1738,21,Other,4.3,2.2,2.3,No,71.8,7.6,Fair,2,High School,Good,5,Yes,76,2025-06-10T22:25:08Z
S1739,20,Male,3.1,2.8,2.2,No,85.2,7.4,Poor,6,Bachelor,Good,9,Yes,74.1,2025-06-10T22:25:08Z
S1740,23,Female,4.5,2.4,1.2,Yes,86.8,6.5,Poor,3,,Average,4,Yes,79,2025-06-10T22:25:08Z
S1741,22,Female,3,2,1.7,No,98.5,5.4,Poor,1,Bachelor,Good,3,No,51.3,2025-06-10T22:25:08Z
S1742,18,Female,5.3,1.8,3.6,No,88.6,5.7,Fair,4,Bachelor,Average,1,Yes,71,2025-06-10T22:25:08Z
S1743,21,Female,4.1,2.9,0.8,Yes,80,5.8,Good,6,High School,Good,2,Yes,76.4,2025-06-10T22:25:08Z
S1744,19,Female,3.3,0.7,3.6,No,75.5,6.1,Poor,3,High School,Good,3,Yes,52.6,2025-06-10T22:25:08Z
S1745,18,Female,4.2,3.4,1.4,No,81.6,6.8,Good,2,Master,Average,4,No,74,2025-06-10T22:25:08Z
S1746,19,Male,1.1,2,3.3,No,74.9,7.4,Good,3,Bachelor,Good,7,No,42.6,2025-06-10T22:25:08Z
S1747,23,Male,1.8,1.1,0.3,No,85.5,6.4,Good,2,High School,Average,6,No,49.8,2025-06-10T22:25:08Z
S1748,17,Female,1.7,2,2.4,No,79.4,6.5,Good,5,High School,Average,8,No,45.7,2025-06-10T22:25:08Z
S1749,18,Female,3.7,4,1,No,70.1,6.7,Good,0,Bachelor,Poor,9,Yes,77.2,2025-06-10T22:25:08Z
S1750,24,Female,6.1,1.9,0.2,No,97.6,5.9,Poor,6,Bachelor,Poor,6,No,98.5,2025-06-10T22:25:08Z
S1751,21,Female,6.8,2.9,2,No,80,5.4,Fair,0,High School,Average,7,No,96.2,2025-06-10T22:25:08Z
S1752,18,Male,4.5,1.6,2.9,Yes,72.3,4.4,Good,3,High School,Good,4,Yes,71.3,2025-06-10T22:25:08Z
S1753,18,Male,4.3,3.4,0.9,No,83.3,5.7,Fair,1,Master,Good,2,No,59.2,2025-06-10T22:25:08Z
S1754,18,Female,0.8,3.3,0.2,No,85.7,7.1,Good,4,Bachelor,Poor,9,No,51.8,2025-06-10T22:25:08Z
S1755,22,Male,2.7,4.7,1.7,Yes,67.5,5.7,Poor,2,Master,Good,9,No,59.3,2025-06-10T22:25:08Z
S1756,18,Male,2.3,2.3,1.7,No,88.3,6.2,Good,4,Bachelor,Good,4,No,58.5,2025-06-10T22:25:08Z
S1757,19,Female,2.6,3.3,2.4,No,74.5,7.1,Fair,0,Master,Good,3,Yes,44.5,2025-06-10T22:25:08Z
S1758,17,Male,3.2,2.6,2.8,No,100,7.1,Fair,1,High School,Good,10,Yes,75.4,2025-06-10T22:25:08Z
S1759,23,Female,2.8,4.1,1.7,Yes,90.2,5.2,Fair,1,Bachelor,Average,6,Yes,54.9,2025-06-10T22:25:08Z
S1760,20,Male,0.5,1.6,3.8,Yes,81,7.7,Good,4,,Average,3,Yes,30.2,2025-06-10T22:25:08Z
S1761,18,Female,4.6,3.4,2,No,77.5,7.9,Good,0,Bachelor,Good,1,Yes,71.8,2025-06-10T22:25:08Z
S1762,21,Male,1.9,2.3,1.4,No,84,5.1,Fair,4,High School,Poor,4,No,51.8,2025-06-10T22:25:08Z
S1763,18,Male,3.9,2.4,0,Yes,91.1,5.5,Good,3,High School,Poor,1,Yes,59.5,2025-06-10T22:25:08Z
S1764,21,Male,6.6,2.6,1.5,No,84.7,7.9,Fair,1,Master,Poor,2,No,96.6,2025-06-10T22:25:08Z
S1765,19,Male,2.1,2.8,1.4,Yes,82.8,6.3,Poor,1,Master,Average,3,No,44.1,2025-06-10T22:25:08Z
S1766,21,Male,0,2.4,2.9,No,85.6,3.8,Poor,3,,Average,8,No,30.5,2025-06-10T22:25:08Z
S1767,24,Male,3.1,2.8,2.3,No,79,4.8,Poor,0,Bachelor,Average,10,No,63.7,2025-06-10T22:25:08Z
S1768,20,Female,5.2,4.4,0.5,No,81.6,6.2,Fair,1,High School,Poor,4,No,74,2025-06-10T22:25:08Z
S1769,17,Male,6.4,3.7,2,No,64.1,5.1,Fair,6,High School,Good,4,No,98.8,2025-06-10T22:25:08Z
S1770,21,Female,1.7,3.5,2.5,No,94.7,6,Good,5,Bachelor,Good,10,No,53,2025-06-10T22:25:08Z
S1771,21,Female,4.2,2,3.5,No,88,6.5,Good,5,High School,Average,9,No,84.6,2025-06-10T22:25:08Z
S1772,17,Female,2.8,1.4,2.8,No,77.3,8.3,Poor,5,Master,Poor,7,No,73,2025-06-10T22:25:08Z
S1773,20,Male,3.3,3.6,2.6,No,100,6.2,Fair,2,High School,Poor,2,Yes,57.1,2025-06-10T22:25:08Z
S1774,18,Female,7.5,3.6,1.9,Yes,85.9,7.8,Fair,6,Bachelor,Average,3,No,100,2025-06-10T22:25:08Z
S1775,21,Male,1.2,4.3,2.2,No,74.6,8.2,Fair,2,Bachelor,Average,4,No,36.2,2025-06-10T22:25:08Z
S1776,17,Male,3.9,1.8,3.2,No,93.6,8.2,Poor,0,High School,Average,4,No,65.6,2025-06-10T22:25:08Z
S1777,24,Other,4.2,2.2,0.3,Yes,89,6.8,Poor,3,High School,Good,10,Yes,87.5,2025-06-10T22:25:08Z
S1778,24,Male,5.1,0.5,1.4,No,88.9,4.1,Good,4,Bachelor,Average,8,No,100,2025-06-10T22:25:08Z
S1779,19,Female,3.6,2,1,Yes,80.7,7.1,Good,6,Bachelor,Average,10,No,85.6,2025-06-10T22:25:08Z
S1780,17,Female,4,3.7,2.2,No,89.5,7.8,Poor,0,High School,Average,10,Yes,89.4,2025-06-10T22:25:08Z
S1781,19,Female,2.9,1.9,3.2,No,82.4,6.4,Fair,4,Bachelor,Good,6,No,66.9,2025-06-10T22:25:08Z
S1782,24,Female,3.9,3.3,1.1,Yes,90.6,8.6,Fair,0,,Good,3,No,56,2025-06-10T22:25:08Z
S1783,20,Male,3,2.3,0,No,66,7.5,Good,2,High School,Good,9,No,77.9,2025-06-10T22:25:08Z
S1784,18,Male,4.4,2.9,1.3,No,80.7,7.2,Fair,5,High School,Good,10,No,91.3,2025-06-10T22:25:08Z
S1785,17,Female,2.9,1.1,2.8,No,100,7.8,Poor,3,,Average,8,No,68.4,2025-06-10T22:25:08Z
S1786,23,Male,4.1,2.6,2.4,No,77.3,6.9,Good,2,Bachelor,Average,9,No,85.3,2025-06-10T22:25:08Z
S1787,24,Male,3.5,0,2.3,No,79,3.5,Fair,3,Bachelor,Good,5,Yes,64.4,2025-06-10T22:25:08Z
S1788,24,Male,5.2,2.3,1.5,No,80.5,5.9,Fair,6,Master,Poor,3,No,82.8,2025-06-10T22:25:08Z
S1789,23,Male,3.4,0.5,0.4,No,72.9,7.9,Fair,4,Bachelor,Good,4,No,78,2025-06-10T22:25:08Z
S1790,22,Male,0.8,3.9,2.4,No,62.9,5.5,Fair,0,Master,Good,5,No,31.5,2025-06-10T22:25:08Z
S1791,24,Male,5.4,3.4,0.9,No,82.7,6.2,Fair,1,Bachelor,Good,9,No,92.3,2025-06-10T22:25:08Z
S1792,21,Female,2.1,3.1,4.2,No,86.4,5.2,Fair,1,Bachelor,Poor,9,Yes,50.1,2025-06-10T22:25:08Z
S1793,20,Female,2.5,4.3,2.4,No,84.5,8.6,Fair,3,Master,Good,3,No,49.4,2025-06-10T22:25:08Z
S1794,17,Female,2.6,1.4,1.2,No,83.6,8.5,Poor,5,Bachelor,Average,7,No,80.3,2025-06-10T22:25:08Z
S1795,23,Male,5.6,4.6,1.1,No,85.4,5.4,Good,5,,Poor,6,Yes,89.7,2025-06-10T22:25:08Z
S1796,21,Male,0.3,3.6,1.7,No,95.2,6.7,Poor,3,Bachelor,Average,4,Yes,33.6,2025-06-10T22:25:08Z
S1797,23,Male,8.2,2.2,1.5,No,83.1,5.7,Poor,2,Master,Good,5,Yes,100,2025-06-10T22:25:08Z
S1798,17,Female,5.1,3.9,3,No,79.3,7.2,Good,1,Bachelor,Average,10,No,90.6,2025-06-10T22:25:08Z
S1799,19,Female,3.8,1.2,2,No,82.2,7.1,Good,2,Bachelor,Average,2,Yes,66.3,2025-06-10T22:25:08Z
S1800,17,Male,3.4,1.5,1,No,90.8,7.5,Good,4,Bachelor,Poor,7,Yes,86.1,2025-06-10T22:25:08Z
S1801,22,Female,3.9,1.8,3.9,No,99.1,6.9,Fair,1,Master,Good,4,No,65.5,2025-06-10T22:25:08Z
S1802,17,Male,4.3,1.9,1.9,No,78.7,10,Fair,4,,Good,2,No,82.9,2025-06-10T22:25:08Z
S1803,17,Female,4.5,1.2,2.6,No,86,5.3,Good,0,Bachelor,Good,6,Yes,76.3,2025-06-10T22:25:08Z
S1804,22,Female,4.3,4,1.1,Yes,88.4,4.4,Good,2,High School,Average,2,Yes,59,2025-06-10T22:25:08Z
S1805,20,Female,3.6,2.2,2.2,No,75.1,6,Fair,3,Bachelor,Average,10,Yes,76.1,2025-06-10T22:25:08Z
S1806,24,Female,3.2,2.9,2.1,No,85.2,4.6,Good,1,Bachelor,Good,2,Yes,40.3,2025-06-10T22:25:08Z
S1807,17,Female,3.3,1.8,0,No,70.3,4.7,Poor,2,High School,Average,7,Yes,65.2,2025-06-10T22:25:08Z
S1808,22,Male,3.2,0.3,4,Yes,67.3,5.3,Good,3,High School,Good,1,No,43.9,2025-06-10T22:25:08Z
S1809,21,Female,5.2,2.8,3.2,No,88.7,5.4,Good,0,Bachelor,Good,7,Yes,89.5,2025-06-10T22:25:08Z
S1810,19,Male,4.4,0.2,1.4,No,81.2,5.4,Good,1,High School,Average,10,No,80.7,2025-06-10T22:25:08Z
S1811,19,Female,0,2.4,0.6,Yes,87,7.1,Good,4,High School,Average,5,No,53,2025-06-10T22:25:08Z
S1812,17,Female,4.5,0.9,2.2,No,84.8,5.9,Good,0,Bachelor,Good,1,No,70.6,2025-06-10T22:25:08Z
S1813,20,Female,3.8,4.9,1.9,No,75.2,6.3,Poor,5,High School,Average,6,No,65.5,2025-06-10T22:25:08Z
S1814,20,Male,3.5,3.6,2.2,No,84.5,7.6,Fair,3,High School,Average,7,No,75.1,2025-06-10T22:25:08Z
S1815,21,Female,2.9,2.6,2,No,72.7,5.6,Poor,1,Master,Good,1,No,43.5,2025-06-10T22:25:08Z
S1816,17,Female,5.2,4,2.4,No,98.9,6.2,Fair,1,High School,Average,9,No,80.6,2025-06-10T22:25:08Z
S1817,19,Female,4.9,1.5,3.4,No,71.4,6.9,Good,6,High School,Good,7,Yes,88.2,2025-06-10T22:25:08Z
S1818,20,Male,2.3,3.2,2.4,No,83,4.2,Fair,6,Bachelor,Poor,1,Yes,48.5,2025-06-10T22:25:08Z
S1819,17,Male,4.1,2.7,0.6,No,74.6,3.6,Fair,0,Bachelor,Good,3,No,67.3,2025-06-10T22:25:08Z
S1820,23,Male,2,2.8,3.3,No,90.7,6.9,Fair,1,Master,Poor,5,No,50.7,2025-06-10T22:25:08Z
S1821,20,Male,1.4,4,3.6,No,81.7,7.1,Good,3,Master,Poor,4,No,35.4,2025-06-10T22:25:08Z
S1822,22,Female,2.6,3.4,5.3,No,79.8,9,Poor,0,Bachelor,Good,2,No,49.1,2025-06-10T22:25:08Z
S1823,23,Male,4.8,2.8,0.6,No,93.5,6.7,Fair,4,High School,Good,1,No,85.4,2025-06-10T22:25:08Z
S1824,24,Other,4.9,0.5,2.1,No,85.3,7.5,Poor,0,,Average,4,No,83.9,2025-06-10T22:25:08Z
S1825,20,Male,4.3,1.3,0,Yes,90.2,6.3,Good,0,High School,Average,7,No,90.4,2025-06-10T22:25:08Z
S1826,19,Male,4.6,2.4,2.4,No,75.2,6.9,Poor,4,High School,Good,4,No,87.8,2025-06-10T22:25:08Z
S1827,18,Female,4.3,2.6,1.2,No,71,8.5,Good,5,Bachelor,Average,9,No,87.5,2025-06-10T22:25:08Z
S1828,23,Female,2.5,1.1,3.9,No,86.1,4,Fair,6,Bachelor,Good,8,No,58.2,2025-06-10T22:25:08Z
S1829,24,Female,4.1,5.4,0.9,No,81.8,7,Poor,3,,Good,8,Yes,73.2,2025-06-10T22:25:08Z
S1830,21,Female,4.7,4.3,0,No,91.3,9.1,Good,5,Bachelor,Good,5,No,83.5,2025-06-10T22:25:08Z
S1831,21,Female,4.6,3.2,1.3,No,84.2,6.8,Poor,5,High School,Average,1,Yes,77.6,2025-06-10T22:25:08Z
S1832,19,Male,5.3,2.6,0,Yes,87.1,8.5,Fair,5,High School,Average,9,Yes,98.4,2025-06-10T22:25:08Z
S1833,20,Other,4.6,2.2,2.6,No,68.8,5.7,Poor,6,Bachelor,Good,2,No,78.5,2025-06-10T22:25:08Z
S1834,17,Other,4,1.4,0,Yes,100,6.5,Fair,2,High School,Poor,6,Yes,81.1,2025-06-10T22:25:08Z
S1835,20,Female,5.1,2.6,1.8,No,83.4,6.5,Fair,6,High School,Average,10,No,100,2025-06-10T22:25:08Z
S1836,19,Male,3.5,2.8,0,No,92,3.8,Fair,5,,Poor,5,Yes,58.7,2025-06-10T22:25:08Z
